"食物
（每100克）","能量
（kal）","蛋白质
（克）","糖类
（克）","脂肪
（克）","水分
（克）","纤维
（克）","灰份
（克）","VA
（微克）","胡萝卜素
（微克）","视黄醇当量
（微克）","VB1
（毫克）","VB2
（毫克）","烟酸
（毫克）","VC
（毫克）","VE
（毫克）","钾
（毫克）","钠
（毫克）","钙
（毫克）","镁
（毫克）","铁
（毫克）","锰
（毫克）","锌
（毫克）","铜
（毫克）","磷
（毫克）","硒
（微克）"
鸭翅,146,16.5,6.3,6.1,70.6,0,0.5,14,0,0,0.02,0.16,2.4,0,0,100,53.6,20,5,2.1,0,0.74,0,84,10
鸭蛋,180,12.6,3.1,13,70.3,0,1,261,0,261,0.17,0.35,0.2,0,4.98,135,106,62,13,2.9,0.04,1.67,0.11,226,15.68
鸭蛋(咸),190,12.7,6.3,12.7,61.3,0,7,134,0,134,0.16,0.33,0.1,0,6.25,184,2706.1,118,30,3.6,0.1,1.74,0.14,231,24.04
鸭蛋白,47,9.9,1.8,0,87.7,0,0.6,23,0,23,0.01,0.07,0.1,0,0.16,84,71.2,18,21,0.1,0,0,0.08,0,4
鸭蛋黄,378,14.5,4,33.8,44.9,0,2.8,1980,0,1980,0.28,0.62,0,0,12.72,86,30.1,123,22,4.9,0.1,3.09,0.16,55,25
鸭蛋黄(咸),378,14.5,4,33.8,44.9,0,2.8,1980,0,1980,0.28,0.62,0,0,12.72,86,30.1,123,22,4.9,0.1,3.09,0.16,55,25
鸭肝,128,14.5,0.5,7.5,76.3,0,1.2,1040,0,1040,0.26,1.05,6.9,18,1.41,230,87.2,18,18,23.1,0.28,3.08,1.31,283,57.27
鸭肝(公麻鸭),136,14.7,10.1,4.1,68.8,0,1.3,2850,0,0,0.15,0.34,0,0,0.25,236,99.3,1,12,35.1,0.25,3.92,3.51,102,0
鸭肝(母麻鸭),113,16.8,5.9,2.5,73.5,0,1.3,4675,0,4675,0.35,0.65,0,0,1.11,289,107.5,1,13,50.1,0.28,6.91,6.27,252,0
鸭皮,538,6.5,15.1,50.2,28.1,0,0.1,21,0,21,0.01,0.04,1,0,0,38,26.2,6,0,3.1,0,0.64,0,42,4.7
鸭肉(胸脯肉),90,15,4,1.5,78.6,0,0.9,0,0,0,0.01,0.07,4.2,0,1.98,126,60.2,6,24,4.1,0.01,1.17,0.27,86,12.62
鸭舌,245,16.6,0.4,19.7,62.6,0,0.7,35,0,35,0.01,0.21,1.6,0,0.23,44,81.5,13,6,2.2,0,0.65,0,94,12.5
鸭条,245,16.6,0.4,19.7,62.6,0,0.7,35,0,35,0.01,0.21,1.6,0,0.23,44,81.5,13,6,2.2,0,0.65,0,94,12.5
鸭心,92,17.9,2.1,1.3,77.8,0,0.9,6,0,6,0.04,0.15,4.4,0,0.21,284,69.2,12,18,4.3,0.08,2.77,0.18,134,15.95
鸭血(白鸭),112,19.8,5.4,1.2,72.6,0,1,0,0,0,0.05,0.08,0,0,0.12,351,70.1,2,19,3.9,0.12,3.73,0.14,116,0
鸭血(公麻鸭),126,20.4,1.6,4.2,72.9,0,0.9,102,0,102,0.04,0.09,0,0,0.12,349,69,1,1,4,0.19,4.03,0.14,144,0
鸭血(母麻鸭),143,12.8,2.9,8.9,74.5,0,0.9,24,0,24,0.14,0.87,8,4,0.81,233,86.2,20,18,5,0,1.38,0.37,188,15.3
鸭胰,58,13.6,0,0.4,85,0,1,0,0,0,0.06,0.06,0,0,0.34,166,173.6,5,8,30.5,0.04,0.5,0.06,87,0
鸭油(炼),897,0,0,99.7,0.3,0,0,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鸭掌,56,13.2,0,0.4,85.1,0,1.3,57,0,57,0.05,0.03,0,0,0.1,186,198.6,3,11,31.8,0.12,0.9,0.08,127,0
鸭肫(公麻鸭),117,21.7,1,2.9,72.6,0,1.8,6,0,6,0.02,0.78,3.2,9,0,84,55.7,20,41,1.9,0.05,4.16,0.08,554,26.2
鸭肫(母麻鸭),150,13.4,19.7,1.9,64.7,0,0.3,11,0,11,0,0.17,1.1,0,0,28,61.1,24,3,1.3,0,0.54,0,91,5.42
牙蕉,109,1.2,25.8,0.1,68.9,3.1,0.9,0,0,0,0.02,0.02,0.6,0,0,330,1.3,6,29,0.3,0.78,0.16,0.1,18,0.81
腌雪里蕻,25,2.4,3.3,0.2,77.1,2.1,14.9,0,50,8,0.05,0.07,0.7,4,0.24,369,3304.2,294,40,5.5,0.46,0.74,0.51,36,0.77
芫荽,31,1.8,5,0.4,90.5,1.2,1.1,0,1160,193,0.04,0.14,2.2,48,0.8,272,48.5,101,33,2.9,0.28,0.45,0.21,49,0.53
芫荽(脱水),293,7.4,63,1.3,9.3,8.2,10.8,0,2830,472,0.17,0,6,0,22.15,1031,0,1723,269,22.3,2.46,1.71,1.65,151,14.15
盐,0,0,0,0,0.1,0,99.9,0,0,0,0,0,0,0,0,14,25127.2,22,2,1,0.29,0.24,0.14,0,1
盐(土盐),399,0,0,0,0.2,0,99.8,0,0,0,0,0,0,0,0,30,0,49,248,2.6,0.09,0.09,0.2,11,3.62
盐水鸭(熟),312,16.6,2.8,26.1,51.7,0,2.8,35,0,35,0.07,0.21,2.5,0,0.42,218,1557.5,10,14,0.7,0.05,2.04,0.32,112,15.37
燕鲅鱼,122,21.2,2.2,3.1,72.5,0,1.1,19,0,19,0.03,0.04,2.1,0,0.71,370,74.2,35,50,0.8,0.03,1.39,0.37,130,51.81
燕岭春(57度),344,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.6,0,0,0,0,0.13,0,0,0
燕麦片,367,15,61.6,6.7,9.2,5.3,2.2,0,0,0,0.3,0.13,1.2,0,3.07,214,3.7,186,177,7,3.36,2.59,0.45,291,4.31
羊脖,109,20.9,0,2.8,79.1,0,0.7,7,0,7,0.06,0.25,3.9,0,0.45,113,79.1,15,10,2.1,0.1,2.53,0.12,123,5.41
羊大肠,70,13.4,0,2.4,84.7,0,0.8,0,0,0,0,0.14,1.8,0,0,117,79,25,17,1.9,0.09,2.5,1.46,34,14.1
羊肚,87,12.2,1.8,3.4,81.7,0,0.9,23,0,23,0.03,0.17,1.8,0,0.33,101,66,38,16,1.4,0.6,2.61,0.1,133,9.68
羊肚菌,295,26.9,30.8,7.1,14.3,12.9,8,0,1070,209,0.1,2.25,8.8,3,3.58,1726,33.6,87,117,30.7,2.49,12.11,2.34,1193,4.82
羊法子,260,11.6,9.4,19.5,58.2,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羊肺,96,16.2,2.5,2.4,77.7,0,1.2,0,0,0,0.05,0.14,1.1,0,1.43,139,146.2,12,8,7.8,0.05,1.81,0.19,172,9.33
羊肝,134,17.9,7.4,3.6,69.7,0,1.4,20972,0,20972,0.21,1.75,22.1,0,29.93,241,123,8,14,7.5,0.26,3.45,4.51,299,17.68
羊肝(青羊),143,23.2,1.2,5,69.5,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羊角豆,37,2,7.1,0.1,86.2,3.9,0.7,0,310,52,0.05,0.09,1,4,1.03,95,3.9,45,29,0.1,0.28,0.23,0.07,6,0.51
羊面肠,152,2.7,27.3,3.5,64,0.9,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羊脑,142,11.3,0.1,10.7,76.3,0,1.6,0,0,0,0.17,0.27,3.5,0,0,146,151.8,61,15,0,0,1.24,0,356,38.12
"羊肉(冻,绵羊)",285,12.6,3.8,24.4,58.4,0,0.8,0,0,0,0.02,0.12,4.4,0,0,587,122.2,17,37,5.2,0.12,7.67,0.17,143,3.15
"羊肉(冻,山羊)",293,8.7,9.4,24.5,56.4,0,1,0,0,0,0.06,0.12,4.7,0,0,744,160.6,135,50,13.7,0.06,10.42,0.21,151,8.2
羊肉(肥),198,19,0,14.1,66.9,0,1.2,22,0,22,0.05,0.14,4.5,0,0.26,232,80.6,6,20,2.3,0.02,3.22,0.75,146,32.2
"羊肉(肥,瘦)",198,19,0,14.1,66.9,0,1.2,22,0,22,0.05,0.14,4.5,0,0.26,232,80.6,6,20,2.3,0.02,3.22,0.75,146,32.2
羊肉(后腿),102,15.5,0.9,4,78.8,0,0.8,8,0,8,0.06,0.22,4.8,0,0.37,147,90.6,11,17,1.7,0.08,2.21,0.11,145,3.47
羊肉(脊背),94,17.1,2,2,78.1,0,0.8,6,0,6,0.05,0.29,5.2,0,0.53,109,92.1,14,14,1.7,0.07,2.12,0.11,145,6.54
羊肉(颈),109,20.9,0,2.8,79.1,0,0.7,7,0,7,0.06,0.25,3.9,0,0.45,113,79.1,15,10,2.1,0.1,2.53,0.12,123,5.41
羊肉(前腿),111,19.7,0,3.6,78.3,0,0.8,11,0,11,0.06,0.24,4.8,0,0.49,126,92,12,8,1.5,0.06,1.97,0.1,147,5.24
羊肉(青羊),99,21.3,1,1.1,75.3,0,1.3,0,0,0,0.08,0.14,5.6,0,0,151,41.7,9,9,4.5,0.05,0.94,0.16,101,3.18
羊肉(瘦),118,20.5,0.2,3.9,74.2,0,1.2,11,0,11,0.15,0.16,5.2,0,0.31,403,69.4,9,22,3.9,0.03,6.06,0.12,196,7.18
羊肉(熟),215,23.2,0,13.8,61.7,0,1.7,18,0,18,0.01,0.2,3.7,0,0.33,239,408,13,18,1.9,0.05,2.14,0.09,136,8.12
羊肉(胸脯),109,17.2,0,4.5,77.6,0,0.7,16,0,16,0.04,0.22,4,0,0.43,107,81.9,12,9,2.3,0.09,2.14,0.09,119,6.18
羊肉串(电烤),217,18.3,10,11.5,57.4,0,2.8,40,0,40,0.04,0.41,4.7,0,6.56,297,580.8,38,29,4.2,0.2,3.84,0.12,194,6.53
羊肉串(熟),217,18.3,10,11.5,57.4,0,2.8,40,0,40,0.04,0.41,4.7,0,6.56,297,580.8,38,29,4.2,0.2,3.84,0.12,194,6.53
羊肉串(炸),234,26.4,6,11.6,52.8,0,3.2,42,0,42,0.03,0.32,5.8,0,1.8,430,796.3,52,54,6.7,0.3,4.94,0.16,230,6.73
羊肉干(绵羊),588,28.2,13.7,46.7,9.1,0,2.3,0,0,0,0.14,0.26,10.6,0,0,520,184,77,101,10.1,0.29,6.19,0.23,546,10.4
羊乳(鲜),59,1.5,5.4,3.5,88.9,0,0.7,84,0,84,0.04,0.12,2.1,0,0.19,135,20.6,82,0,0.5,0,0.29,0.04,98,1.75
羊乳粉(全脂),498,18.8,49,25.2,1.4,0,5.6,0,0,0,0.06,1.6,0.9,0,0.2,0,0,0,0,0,0,0,0,0,0
羊舌,225,19.4,4.8,14.2,60.9,0,0.7,0,0,0,0,0.23,3,0,0,0,0,0,0,0,0,0,0,0,0
羊肾,90,16.7,0.1,2.5,79.2,0,1.5,152,0,152,0.3,1.78,8.8,0,0,255,195.2,9,17,5.2,0.13,3.58,0.47,239,5.94
羊肾(青羊),166,15.9,0.1,11.3,71.8,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羊桃,56,0.8,11.9,0.6,83.4,2.6,0.7,0,130,22,0.05,0.02,0.3,62,2.43,144,10,27,12,1.2,0.73,0.57,1.87,26,0.28
羊蹄筋(生),177,38.8,0,2.4,62.8,0,0.5,0,0,0,0,0.1,1.2,0,0,74,149.7,16,5,3.1,0.12,1.64,0.1,39,3.56
羊心,113,13.8,2,5.5,77.7,0,1,16,0,16,0.28,0.4,5.6,0,1.75,200,100.8,10,17,4,0.04,2.09,0.26,172,16.7
羊心(青羊),86,17,0.2,1.9,79.8,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羊血,57,6.8,6.9,0.2,85,0,1.1,0,0,0,0.04,0.09,0.2,0,0,0,0,0,0,0,0,0,0,0,0
羊油,824,0,8,88,4,0,0,33,0,33,0,0,0,0,1.08,12,13.2,0,1,1,0,0,0.06,18,0
羊油(炼),895,0,0.9,99,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杨梅,28,0.8,5.7,0.2,92,1,0.3,0,40,7,0.01,0.05,0.3,9,0.81,149,0.7,14,10,1,0.72,0.14,0.02,8,0.31
洋葱,39,1.1,8.1,0.2,89.2,0.9,0.5,0,20,3,0.03,0.03,0.3,8,0.14,147,4.4,24,15,0.6,0.14,0.23,0.05,39,0.92
洋粉,311,1.1,76.2,0.2,21.1,0.1,1.3,0,0,0,0,0,0,0,0,11,303,100,70,7,1.4,6.3,0.3,7,2.1
洋姜,56,2.4,11.5,0,80.8,4.3,1,0,0,0,0.01,0.1,1.4,0,0,458,11.5,23,24,7.2,0.21,0.34,0.19,27,0.31
洋姜,34,2.6,5.8,0,74,1,16.6,0,0,0,0.17,0.06,1.4,0,0,340,5443.3,244,60,6.8,0.77,0.55,0.14,69,2.1
洋莓,30,1,6,0.2,91.3,1.1,0.4,0,30,5,0.02,0.03,0.3,47,0.71,131,4.2,18,12,1.8,0.49,0.14,0.04,27,0.7
洋蘑菇,22,4.2,1.2,0.1,92.4,1.5,0.6,0,0,0,0,0.27,3.2,0,0,307,2,2,9,0.9,0.1,6.6,0.45,43,6.99
腰窝(羊),109,17.2,0,4.5,77.6,0,0.7,16,0,16,0.04,0.22,4,0,0.43,107,81.9,12,9,2.3,0.09,2.14,0.09,119,6.18
鳐鱼,90,20.8,0,0.7,81.1,0,1.1,27,0,27,0.01,0.11,3.6,0,0.79,277,130,22,20,0.6,0.03,0.52,0.05,159,29.4
椰子,231,4,26.6,12.1,51.8,4.7,0.8,0,0,0,0.01,0.01,0.5,6,0,475,55.6,2,65,1.8,0.06,0.92,0.19,90,0
意米,357,12.8,69.1,3.3,11.2,2,1.6,0,0,0,0.22,0.15,2,0,2.08,238,3.6,42,88,3.6,1.37,1.68,0.29,217,3.07
翼红娘鱼,105,18,1.9,2.8,76.1,0,1.2,6,0,6,0.03,0.07,4.9,0,0.7,308,163.9,160,45,1.2,0.13,2.99,0.22,297,59.35
银鲳,142,18.5,0,7.8,72.8,0,1.4,24,0,24,0.04,0.07,2.1,0,1.26,328,62.5,46,39,1.1,0.07,0.8,0.14,155,27.21
银耳,200,10,36.9,1.4,14.6,30.4,6.7,0,50,8,0.05,0.25,5.3,0,1.26,1588,82.1,36,54,4.1,0.17,3.03,0.08,369,2.59
银蚶,71,12.2,2.3,1.4,82.7,0,1.4,0,0,0,0,0.06,0.9,0.55,0.55,76,280.1,49,59,7.3,0.71,1.64,0.13,111,86.3
银杏,355,13.2,72.6,1.3,9.9,0,3,0,0,0,0,0.1,0,0,24.7,17,17.5,54,0,0.2,2.03,0.69,0.45,23,14.5
银鱼,119,17.2,0,5.6,76.2,0,2.6,0,0,0,0.03,0.05,0.2,0,1.86,246,8.6,46,25,0.9,0.07,0.16,0,22,9.54
婴宝,426,17,60.8,12.8,6,0,3.4,540,0,540,0.6,0.9,4,20,3.8,696,95,668,97,5.9,1.4,1.8,0.36,490,0
婴儿奶糕,342,10.4,73.2,0.9,11.8,0,2.6,0,0,0,0.12,0.67,1.5,0,0.09,398,105.5,61,1,2.3,1.02,0.55,0.06,415,6.57
婴儿配方鲜奶,81,1.7,5,6,87,0,0.4,60,0,60,0.03,0.04,0.7,0,0.6,93,29,48,4,1,4,0.35,0,33,0
婴儿营养粉,81,1.7,5,6,87,0,0.4,60,0,60,0.03,0.04,0.7,0,0.6,93,29,48,4,1,4,0.35,0,33,0
樱桃,46,1.1,9.9,0.2,88,0.3,0.5,0,210,35,0.02,0.02,0.6,10,2.22,232,8,11,12,0.4,0.07,0.23,0.1,27,0.21
"樱桃(野,白刺)",288,11.4,51.9,3.9,18.8,7.9,6.1,0,0,0,0.12,0.22,3.5,0,0,100,98.5,59,59.8,11.4,0.77,0.31,0.06,28,0.05
营养乳儿糕,364,7.5,79.3,1.9,8.2,0,2.7,669,0,669,0.02,0.11,5,0,0.75,137,111.8,408,36,1,0,0.36,0.19,435,9.2
硬皮糕点,463,8.4,62.2,20.1,7.3,1.3,0.7,0,240,40,0.23,0.05,0,0,10.27,111,97.4,42,41,1.1,0.61,0.69,0.18,123,12.75
硬五花,339,13.6,2.2,30.6,53,0,0.6,10,0,10,0.36,0.15,3.1,0,0.2,168,52,6,15,1.3,0.01,2.2,0.12,120,6.05
鳙鱼,100,15.3,4.7,2.2,76.5,0,1.3,34,0,34,0.04,0.11,2.8,0,2.65,229,60.6,82,26,0.8,0.08,0.76,0.07,180,19.47
优糯米,344,9,74.4,1,14.2,0.6,0.5,0,0,0,0.1,0.03,1.9,0,0.93,136,1.2,8,50,0.8,0.86,1.2,0.25,48,2.8
油饼,399,7.9,40.4,22.9,24.8,2,2,0,0,0,0.11,0.05,0,0,0,106,572.5,46,13,2.3,0.71,0.97,0.27,124,10.6
油菜,23,1.8,2.7,0.5,92.9,1.1,1,0,620,103,0.04,0.11,0.7,36,0.88,210,55.8,108,22,1.2,0.23,0.33,0.06,39,0.79
油菜(脱水),299,7.6,65.7,0.6,9,8.6,8.5,0,3460,577,0.33,0,10.5,124,7.73,635,405.3,596,105,19.3,1.28,4.78,3.06,182,13.14
油菜苔,20,3.2,1,0.4,92.4,2,1,0,540,90,0.08,0.07,0.8,65,0.89,192,83.2,156,27,2.8,0.45,0.72,0.18,51,0.82
油菜心,20,1.9,1.8,0.6,94.2,1,0.5,0,1110,185,0.02,0.1,0.5,54,0.48,197,56.2,92,16,1.3,0.2,0.44,0.06,47,0
油茶,94,2.4,19.1,0.9,76.3,0.9,0.4,0,0,0,0.01,0.06,0,0,0.06,46,19.6,22,15,1.1,0.26,0.42,0.05,30,4.1
油豆腐,244,17,4.3,17.6,58.8,0.6,1.7,0,30,5,0.05,0.04,0.3,0,24.7,158,32.5,147,72,5.2,1.38,2.03,0.3,238,0.63
油豆角,22,2.4,2.3,0.3,92.2,1.6,1.2,0,160,27,0.07,0.08,1.4,11,2.39,240,3.3,69,35,1.9,0.12,0.38,0.61,56,1.1
油甘子,38,0.3,9,0.1,86.6,3.4,0.6,0,50,8,0,0.01,0.5,62,0,15,0,6,8,0.2,0.95,0.1,0,9,1.13
油麦菜,15,1.4,1.5,0.4,95.7,0.6,0.4,0,360,60,0,0.1,0.2,20,0,100,80,70,29,1.2,0.79,0.43,0.08,31,1.55
油条,386,6.9,50.1,17.6,21.8,0.9,2.7,0,0,0,0.01,0.07,0.7,0,3.19,227,585.2,6,19,1,0.52,0.75,0.19,77,8.6
油予,144,15.9,0,9,74.2,0,1.1,32,0,32,0,0.07,3,0,0.88,275,67.5,13,44,2.1,0.06,1,0.05,158,22.02
油炸豆瓣,405,25.1,54,9.8,8.1,0.7,2.3,0,0,0,0.11,0.2,1.8,0,7.88,611,359.4,63,77,1.9,0.82,4.01,1.16,245,9.72
油炸豆花,400,33.4,33.3,14.8,12.2,1.8,4.5,0,0,0,0.04,0.26,1.8,0,18.75,0,0,0,0,0,0,0,0,0,0
油炸土豆片,612,4,40,48.4,4.1,1.9,1.6,0,50,8,0.14,0.05,6.4,0,5.22,620,60.9,11,34,1.2,0.18,1.42,0.28,88,0.4
柚,41,0.8,9.1,0.2,89,0.4,0.5,0,10,2,0,0.03,0.3,23,0,119,3,4,4,0.3,0.08,0.4,0.18,24,0.7
莜麦面,385,12.2,67.8,7.2,11,0,1.8,0,20,3,0.39,0.04,3.9,0,7.96,319,2.2,27,146,13.6,3.86,2.21,0.89,35,0.5
鱿鱼,84,17.4,0,1.6,80.4,0,1.1,35,0,35,0.02,0.06,1.6,1.68,1.68,290,110,44,42,0.9,0.08,2.38,0.45,19,38.18
鱿鱼(干),313,60,7.8,4.6,21.8,0,5.8,0,0,0,0.02,0.13,4.9,9.72,9.72,1131,965.3,87,192,4.1,0.18,11.24,1.07,392,156.12
鱿鱼(水浸),75,18.3,0,0.8,81.4,0,0.8,16,0,16,0,0.03,0,0.94,0.94,16,134.7,43,61,0.5,0.06,1.36,0.2,60,13.65
又孢蘑菇,22,4.2,1.2,0.1,92.4,1.5,0.6,0,0,0,0,0.27,3.2,0,0,307,2,2,9,0.9,0.1,6.6,0.45,43,6.99
余甘子,38,0.3,9,0.1,86.6,3.4,0.6,0,50,8,0,0.01,0.5,62,0,15,0,6,8,0.2,0.95,0.1,0,9,1.13
鱼堤鱼,191,17.6,1.3,12.8,66.9,0,1.4,5,0,5,0.19,0.12,6.5,0,0.33,228,65,15,46,2.2,0.03,1.2,0.07,324,80.36
鱼片干,303,46.1,22,3.4,20.2,0,8.3,0,0,0,0.11,0.39,5,0,0.88,251,2320.6,106,60,4.4,0.17,2.94,0.16,308,0.37
鱼肉松,252,10.9,14.4,16.8,49.4,0,8.5,111,0,111,0.33,0.19,0.5,0,12.25,171,0,23,73,2.8,0.05,2.69,0.6,359,203.09
鱼子酱(大麻哈鱼),252,10.9,14.4,16.8,49.4,0,8.5,111,0,111,0.33,0.19,0.5,0,12.25,171,0,23,73,2.8,0.05,2.69,0.6,359,203.09
榆钱,36,4.8,3.3,0.4,85.2,4.3,2,0,730,122,0.04,0.12,0.9,11,0.54,134,0.7,62,47,7.9,0.78,3.27,0.24,104,0.36
玉豆(龙牙豆),17,2.6,1.1,0.2,94.4,1.3,0.4,0,520,87,0.01,0.54,0.8,12,0,200,1.8,30,20,0.8,0.6,0.47,0.07,38,5.6
玉兰片,43,2.6,7.3,0.4,78,11.3,0.4,0,0,0,0.04,0.07,0.1,1,0,66,1.9,42,5,3.6,0.54,0.23,0.04,29,0
玉米(白),336,8.8,66.7,3.8,11.7,8,1,0,0,0,0.27,0.07,2.3,0,8.23,262,2.5,10,95,2.2,0.51,1.85,0.26,244,4.14
玉米(黄),335,8.7,66.6,3.8,13.2,6.4,1.3,0,100,17,0.21,0.13,2.5,0,3.89,300,3.3,14,96,2.4,0.48,1.7,0.25,218,3.52
玉米(鲜),106,4,19.9,1.2,71.3,2.9,0.7,0,0,0,0.16,0.11,1.8,0,0.46,238,1.1,0,32,1.1,0.22,0.9,0.09,117,1.63
玉米面(白),340,8,66.9,4.5,13.4,6.2,1,0,0,0,0.34,0.06,3,0,6.89,276,0.5,12,111,1.3,0.4,1.22,0.23,187,1.58
玉米面(黄),340,8.1,69.6,3.3,12.1,5.6,1.3,0,40,7,0.26,0.09,2.3,0,3.8,249,2.3,22,84,3.2,0.47,1.42,0.35,196,2.49
玉米糁(黄),347,7.9,72,3,12.8,3.6,0.7,0,0,0,0.1,0.08,1.2,0,0.57,177,1.7,49,151,2.4,0.22,1.16,0.16,143,4.9
玉米笋（玉米罐头）,4,1.1,0,0.2,93,4.9,1.3,0,40,7,0,0,0,0,0,36,170.9,6,0,0.1,0.12,0.33,0.02,4,0.8
玉米油,895,0,0.5,99.2,0.2,0,0.1,0,0,0,0,0,0,0,51.94,2,1.4,1,3,1.4,0.04,0.26,0.23,18,3.86
玉米粥(即食),390,7.2,81.9,3.7,6.3,0.4,0.5,0,0,0,0.02,0.03,2.2,0,0.08,52,1.7,11,22,9,0.13,0.44,0,70,1.2
芋头,79,2.2,17.1,0.2,78.6,1,0.9,0,160,27,0.06,0.05,0.7,6,0.45,378,33.1,36,23,1,0.3,0.49,0.37,55,1.45
郁李仁,483,24.8,0,42.7,4.9,24,3.7,0,0,0,0.08,0.71,0,0,28.67,5.2,5.2,111,0,0.5,1.27,2.96,0.47,32,1.28
元红,78,1.3,0,0,0,0,0,0,0,0,0.01,0.08,0,0,0,1,1.7,17,20,1.1,0.3,0.85,0.03,20,1
园榧,539,12.4,27.9,42,2.9,10.6,4.2,0,0,0,0.03,0.18,0.7,0,43.52,280,4.9,11,212,3.8,0.96,3.66,2.33,180,4.2
圆白菜,22,1.5,3.6,0.2,93.2,1,0.5,0,70,12,0.03,0.03,0.4,40,0.5,124,27.2,49,12,0.6,0.18,0.25,0.04,26,0.96
圆腿,138,18.4,1.6,6.5,70.9,0,2.6,1,0,1,0.61,0.13,20.4,0,0.19,247,373.4,3,2,1.4,0.07,2.01,0.16,199,8.4
圆眼,273,5,62.8,0.2,26.9,2,3.1,0,0,0,0,0.39,1.3,12,0,1348,3.3,38,81,0.7,0.3,0.55,1.28,206,12.4
月饼(百寿宴点),428,5.1,52.3,22.1,16.9,3,0.6,0,510,85,0.13,0.04,0,0,0.79,120,11.1,31,14,2.1,0.28,0.54,0.23,72,2.6
月饼(豆沙),405,8.2,62.5,13.6,11.7,3.1,0.9,0,40,7,0.05,0.05,0,0,8.06,211,22.4,64,43,3.1,0.47,0.64,0.21,95,7.1
月饼(奶油果馅),441,5.7,66.6,16.9,9.4,1,0.4,0,140,23,0.08,0.04,0,0,0.21,87,28.2,12,36,3.5,0.27,0.76,0.21,45,1.2
月饼(奶油松仁),438,6.4,54.9,21.4,12.6,4.1,0.6,0,370,62,0.35,0.16,0,0,2.06,132,17.7,26,22,2.5,0.72,0.91,0.32,99,1.8
月饼(唐王赏月),429,8,57.8,18.4,15.1,0,0.7,0,100,17,0.07,0,0,0,9.83,114,56.8,29,60,2,0.55,0.66,0.29,105,8.4
月饼(五仁),429,8,57.8,18.4,15.1,0,0.7,0,100,17,0.07,0,0,0,9.83,114,56.8,29,60,2,0.55,0.66,0.29,105,8.4
月饼(香油果馅),449,6.3,61.7,19.7,8.3,3.5,0.5,0,100,17,0.18,0.03,0,0,2.69,87,28.2,18,36,3,0.41,1.1,0.2,81,1.7
月饼(枣泥),424,7.1,63.5,15.7,11.7,1.4,0.6,0,50,8,0.11,0.05,0,0,1.49,178,24.3,66,23,2.8,0.36,0.81,0.18,62,2.43
越南鱼,77,16,1,1,80.9,0,1.1,7,0,7,0,0.28,2.5,0,0.1,338,66.8,24,24,1.1,0.14,0.7,0.11,150,0
云耳,205,12.1,35.7,1.5,15.5,29.9,5.3,0,100,17,0.01,0.44,2.5,0,11.34,757,48.5,247,152,97.4,8.86,3.18,0.32,292,3.72
云耳(水发),21,1.5,3.4,0.2,91.8,2.6,0.5,0,20,3,0.06,0.05,0.2,1,7.51,52,8.5,34,57,5.5,0.97,0.53,0.04,12,0.46
芸豆,25,0.8,5.3,0.1,91.1,2.1,0.6,0,240,40,0.33,0.06,0.8,9,0.07,112,4,88,16,1,0.44,1.04,0.24,37,0.23
芸豆(白),296,23.4,47.4,1.4,14.4,9.8,3.6,0,0,0,0.18,0.26,2.4,0,6.16,0,0,0,0,0,0,0,0,0,0
芸豆(红),314,21.4,54.2,1.3,11.1,8.3,3.7,0,180,30,0.18,0.09,2,0,7.74,1215,0.6,176,164,5.4,1.43,2.07,0.83,218,4.61
芸豆(虎皮),334,22.5,59,0.9,10.2,3.5,3.9,0,0,0,0.37,0.28,2.1,0,6.02,809,3.3,156,31,1.7,1.02,1.2,0.53,66,9.75
"芸豆(杂,带皮)",306,22.4,52.8,0.6,9.8,10.5,3.9,0,0,0,0,0,0,0,0,1058,10.5,349,197,8.7,1.46,2.22,1.11,386,14.02
杂豆,316,8.2,68.6,1,11.4,6.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
杂色鲍,84,12.6,6.6,0.8,77.5,0,2.5,24,0,24,0.01,0.16,0.2,2.2,0.44,136,2011.7,266,59,22.6,0.4,1.75,0.72,77,21.38
枣(干),264,3.2,61.6,0.5,26.9,6.2,1.6,0,10,2,0.04,0.16,0.9,14,3.04,524,6.2,64,36,2.3,0.39,0.65,0.27,51,1.02
"枣(干,大)",298,2.1,71.6,0.4,14.5,9.5,1.9,0,0,0,0.08,0.15,1.6,7,0,185,8.3,54,39,2.1,0.34,0.45,0.31,34,1.54
枣(金丝小枣),322,1.2,76.7,1.1,19.3,0,1.7,0,0,0,0.04,0.5,0.4,0,1.31,65,7.4,23,24,1.5,0.34,0.23,0.36,0,1
枣(酒枣),145,1.6,34.3,0.2,61.7,1.4,0.8,0,0,0,0.05,0.04,0.4,0,0,444,0.8,75,20,1.4,0.2,0.43,0.1,45,1.15
